Architectural engineering|Courses After 12th|Question10|Architectural engineering, also known as building engineering, is the application of engineering principles and technology to building design and construction. Definitions of an architectural engineer may refer to:  \n\n An engineer in the structural, mechanical, electrical, construction or other engineering fields of building design and construction.  \n\n A licensed engineering professional in parts of the United States.  \n\n Architectural engineers are those who work with other engineers and architects for the designing and construction of buildings|architect|optionA10	optionB10	optionC12	optionD10|optionB10
Architectural engineering|Courses After 12th||In many jurisdictions of the United States, the architectural engineer is a licensed engineering professional.[2] Usually a graduate of an architectural engineering university program preparing students to perform whole-building design in competition with architect-engineer teams; or for practice in one of structural, mechanical or electrical fields of building design, but with an appreciation of integrated architectural requirements. \n Formal architectural engineering education, following the engineering model of earlier disciplines, developed in the late 19th century, and became widespread in the United States by the mid-20th century. With the establishment of a specific "architectural engineering" NCEES Professional Engineering registration examination in the 1990s, and first offering in April 2003, architectural engineering became recognized as a distinct engineering discipline in the United States. Architectural engineers are not entitled to practice architecture unless they are also licensed as architects. \n In some countries, the practice of architecture includes planning, designing and overseeing the building's construction, and architecture, as a profession providing architectural services, is referred to as "architectural engineering". In Japan, a "first-class architect" plays the dual role of architect and building engineer, although the services of a licensed "structural design first-class architect" are required for buildings over a certain scale.[3] \n In some languages, such as Korean and Arabic, "architect" is literally translated as "architectural engineer". In some countries, an "architectural engineer" (such as the ingegnere edile in Italy) is entitled to practice architecture and is often referred to as an architect.[4] These individuals are often also structural engineers. In other countries, such as Germany, Austria, Iran, and most of the Arabic countries, architecture graduates receive an engineering degree (Dipl.-Ing. – Diplom-Ingenieur).[5] \n In Spain, an "architect" has a technical university education and legal powers to carry out building structure and facility projects.[6] \n In Brazil, architects and engineers used to share the same accreditation process (CONFEA – Federal Council of Engineering, Architecture and Agronomy). Now the Brazilian architects and urbanists have their own accreditation process (CAU – Architecture and Urbanism Council). Besides traditional architecture design training, Brazilian architecture courses also offer complementary training in engineering disciplines such as structural, electrical, hydraulic and mechanical engineering. After graduation, architects can be fully responsible for design and construction in these areas (except in electric wiring, where the architect autonomy is limited to systems up to 30kVA), applied to buildings, urban environment, built cultural heritage, landscape planning, interiorscape planning and regional planning.[7][8] \n In Greece licensed architectural engineers are graduates from architecture faculties that belong to the Polytechnic University,[9] obtaining an "Engineering Diploma". They graduate after 5 years of studies and are fully entitled architects once they become members of the Technical Chamber of Greece (TEE – ?e????? ?p?µe??t???? ????d??).[10][11] The Engineering Diploma equals a master's degree in ECTS units (300) according to the Bologna Accords.[12] \n|arch_engg|a	b	c	d|a
Automotive engineering|Courses After 12th||Automotive engineering, along with aerospace engineering and marine engineering, is a branch of vehicle engineering, incorporating elements of mechanical, electrical, electronic, software and safety engineering as applied to the design, manufacture and operation of motorcycles, automobiles, buses and trucks and their respective engineering subsystems.  \n Some of the engineering attributes and disciplines that are of importance to the automotive engineer and many of the other aspects are included in it: \n Safety engineering: Safety engineering is the assessment of various crash scenarios and their impact on the vehicle occupants. These are tested against very stringent governmental regulations. Some of these requirements include: seat belt and air bag functionality testing, front and side impact testing, and tests of rollover resistance. Assessments are done with various methods and tools, including Computer crash simulation (typically finite element analysis), crash test dummies, and partial system sled and full vehicle crashes. \n Fuel economy/emissions: Fuel economy is the measured fuel efficiency of the vehicle in miles per gallon or kilometers per litre. Emissions testing includes the measurement of vehicle emissions, including hydrocarbons, nitrogen oxides (NOx), carbon monoxide (CO), carbon dioxide (CO2), and evaporative emissions. \n Vehicle dynamics: Vehicle dynamics is the vehicle's response of the following attributes: ride, handling, steering, braking, comfort and traction. Design of the chassis systems of suspension, steering, braking, structure (frame), wheels and tires, and traction control are highly leveraged by the vehicle dynamics engineer to deliver the vehicle dynamics qualities desired. \n NVH engineering (noise, vibration, and harshness): NVH is the customer's feedback (both tactile [felt] and audible [heard]) from the vehicle. While sound can be interpreted as a rattle, squeal, or hoot, a tactile response can be seat vibration, or a buzz in the steering wheel. This feedback is generated by components either rubbing, vibrating, or rotating. NVH response can be classified in various ways: powertrain NVH, road noise, wind noise, component noise, and squeak and rattle. Note, there are both good and bad NVH qualities. The NVH engineer works to either eliminate bad NVH, or change the “bad NVH” to good (i.e., exhaust tones). \n Vehicle Electronics: Automotive electronics is an increasingly important aspect of automotive engineering. Modern vehicles employ dozens of electronic systems.[1] These systems are responsible for operational controls such as the throttle, brake and steering controls; as well as many comfort and convenience systems such as the HVAC, infotainment, and lighting systems. It would not be possible for automobiles to meet modern safety and fuel economy requirements without electronic controls. \n Performance: Performance is a measurable and testable value of a vehicles ability to perform in various conditions. Performance can be considered in a wide variety of tasks, but it's generally associated with how quickly a car can accelerate (e.g. standing start 1/4 mile elapsed time, 0–60 mph, etc.), its top speed, how short and quickly a car can come to a complete stop from a set speed (e.g. 70-0 mph), how much g-force a car can generate without losing grip, recorded lap times, cornering speed, brake fade, etc. Performance can also reflect the amount of control in inclement weather (snow, ice, rain). \n Shift quality: Shift quality is the driver’s perception of the vehicle to an automatic transmission shift event. This is influenced by the powertrain (engine, transmission), and the vehicle (driveline, suspension, engine and powertrain mounts, etc.) Shift feel is both a tactile (felt) and audible (heard) response of the vehicle. Shift quality is experienced as various events: Transmission shifts are felt as an upshift at acceleration (1–2), or a downshift maneuver in passing (4–2). Shift engagements of the vehicle are also evaluated, as in Park to Reverse, etc. \n  \n Durability / corrosion engineering: Durability and corrosion engineering is the evaluation testing of a vehicle for its useful life. Tests include mileage accumulation, severe driving conditions, and corrosive salt baths. \n Package / ergonomics engineering: Package engineering is a discipline that designs/analyzes the occupant accommodations (seat roominess), ingress/egress to the vehicle, and the driver’s field of vision (gauges and windows). The package engineer is also responsible for other areas of the vehicle like the engine compartment, and the component to component placement. Ergonomics is the discipline that assesses the occupant's access to the steering wheel, pedals, and other driver/passenger controls. \n Climate control: Climate control is the customer’s impression of the cabin environment and level of comfort related to the temperature and humidity. From the windshield defrosting, to the heating and cooling capacity, all vehicle seating positions are evaluated to a certain level of comfort. \n Drivability: Drivability is the vehicle’s response to general driving conditions. Cold starts and stalls, RPM dips, idle response, launch hesitations and stumbles, and performance levels. \n Cost: The cost of a vehicle program is typically split into the effect on the variable cost of the vehicle, and the up-front tooling and fixed costs associated with developing the vehicle. There are also costs associated with warranty reductions, and marketing. \n Program timing: To some extent programs are timed with respect to the market, and also to the production schedules of the assembly plants. Any new part in the design must support the development and manufacturing schedule of the model. \n Assembly feasibility: It is easy to design a module that is hard to assemble, either resulting in damaged units, or poor tolerances. The skilled product development engineer works with the assembly/manufacturing engineers so that the resulting design is easy and cheap to make and assemble, as well as delivering appropriate functionality and appearance. \n Quality management: Quality control is an important factor within the production process, as high quality is needed to meet customer requirements and to avoid expensive recall campaigns. The complexity of components involved in the production process requires a combination of different tools and techniques for quality control. Therefore, the International Automotive Task Force (IATF), a group of the world’s leading manufacturers and trade organizations, developed the standard ISO/TS 16949. This standard defines the design, development, production, and when relevant, installation and service requirements. Furthermore, it combines the principles of ISO 9001 with aspects of various regional and national automotive standards such as AVSQ (Italy), EAQF (France), VDA6 (Germany) and QS-9000 (USA). In order to further minimize risks related to product failures and liability claims of automotive electric and electronic systems, the quality discipline functional safety according to ISO/IEC 17025 is applied. \n  |auto_engg|a	b	c	d|a
Library and information science|Courses After 12th||Library and information science (LIS) (sometimes given as the plural library and information sciences)[1][2] or as "library and information studies")[3] is a merging of library science and information science. The joint term is associated with schools of library and information science (abbreviated to "SLIS"). In the last part of 1960s, schools of librarianship, which generally developed from professional training programs (not academic disciplines) to university institutions during the second half of the 20th century, began to add the term "information science" to their names. The first school to do this was at the University of Pittsburgh in 1964.[4] More schools followed during the 1970s and 1980s, and by the 1990s almost all library schools in the USA had added information science to their names. Weaver Press: Although there are exceptions, similar developments have taken place in other parts of the world. In Denmark, for example, the 'Royal School of Librarianship' changed its English name to The Royal School of Library and Information Science in 1997. Exceptions include Tromsø, Norway, where the term documentation science is the preferred name of the field, France, where information science and communication studies form one interdiscipline,[5] and Sweden, where the fields of Archival science, Library science and Museology have been integrated as Archival, Library and Museum studies. \n In spite of various trends to merge the two fields, some consider the two original disciplines, library science and information science, to be separate.[6][7] However, the tendency today is to use the terms as synonyms or to drop the term "library" and to speak about information departments or I-schools.[citation needed] There have also been attempts to revive the concept of documentation and to speak of Library, information and documentation studies (or science).[8] \n |lib_inf|a	b	c	d|a
Marine engineering|Courses After 12th||Marine engineering often refers to the engineering of boats, ships, oil rigs and any other marine vessel or structure, but also encompasses oceanographic engineering. Specifically, marine engineering is the discipline of applying engineering sciences, and can include mechanical engineering, electrical engineering, electronic engineering, and computer science, to the development, design, operation and maintenance of watercraft propulsion and also on-board systems and oceanographic technology, not limited to just power and propulsion plants, machinery, piping, automation and control systems etc. for marine vehicles of any kind like surface ships, submarines etc. \n The purely mechanical ship operation aspect of marine engineering has some relationship with naval architects. However, whereas naval architects are concerned with the overall design of the ship and its propulsion through the water, marine engineers are focused towards the main propulsion plant, the powering and mechanization aspects of the ship functions such as steering, anchoring, cargo handling, heating, ventilation, air conditioning, electrical power generation and electrical power distribution, interior and exterior communication, and other related requirements. In some cases, the responsibilities of each industry collide and is not specific to either field. Propellers are examples of one of these types of responsibilities. For naval architects a propeller is a hydrodynamic device. For marine engineers a propeller acts similarly to a pump. Hull vibration, excited by the propeller, is another such area. Noise control and shock hardening must be the joint responsibility of both the naval architect and the marine engineer. In fact, most issues caused by machinery are responsibilities in general.[1] \n Not all marine engineering is concerned with moving vessels. Offshore construction, also called offshore engineering, ocean engineering or maritime engineering, is concerned with the technical design of fixed and floating marine structures, such as oil platforms and offshore wind farms. \n Oceanographic engineering is concerned with mechanical, electrical, and electronic, and computing technology deployed to support oceanography, and also falls under the umbrella of marine engineering, especially in Britain, where it is covered by the same professional organisation, the IMarEST. \n |marine|a	b	c	d|a
Plastics engineering|Courses After 12th||Plastics engineering encompasses the processing, design, development, and manufacture of plastics products. A plastic is a polymeric material that is in a semi-liquid state, having the property of plasticity and exhibiting flow. Plastics engineering encompasses plastics material and plastic machinery. Plastic Machinery is the general term for all types of machinery and devices used in the plastics processing industry.[1] The nature of plastic materials poses unique challenges to an engineer. Mechanical properties of plastics are often difficult to quantify, and the plastics engineer has to design a product that meets certain specifications while keeping costs to a minimum. Other properties that the plastics engineer has to address include: outdoor weatherability, thermal properties such as upper use temperature, electrical properties, barrier properties, and resistance to chemical attack. \n In plastics engineering, as in most engineering disciplines, the economics of a product plays an important role. The cost of plastic materials ranges from the cheapest commodity plastics used in mass-produced consumer products to the very expensive, specialty plastics. The cost of a plastic product is measured in different ways, and the absolute cost of a plastic material is difficult to ascertain. Cost is often measured in price per pound of material, or price per unit volume of material. In many cases however, it is important for a product to meet certain specifications, and cost could then be measured in price per unit of a property. Price with respect to processibility is often important, as some materials need to be processed at very high temperatures, increasing the amount of cooling time a part needs. In a large production run cooling time is very expensive. \n Some plastics are manufactured from re-cycled materials but their use in engineering tends to be limited because the consistency of formulation and their physical properties tend to be less consistent. Electrical and electronic equipment and motor vehicle markets together accounted for 58 percent of engineered plastics demand in 2003.[2] Engineered plastics demand in the US was estimated at $9,702 million in 2007. \n A big challenge for plastics engineers is the reduction of the ecological footprints of their products. First attempts like the Vinyloop process can guarantee that a product's primary energy demand is 46 percent lower than conventional produced PVC. The global warming potential is 39 percent lower. [2] \n |plas_engg|a	b	c	d|a
Textile design|Courses After 12th||Textile design is essentially the process of creating designs for woven, knitted or printed fabrics or surface ornamented fabrics. Textile designers are involved with the production of these designs, which are used, sometimes repetitively, in clothing and interior decor items. \n The field encompasses the actual pattern making while supervising the production process.[1] In other words, textile design is a process from the raw material into finished product. Fiber, yarn and finishes are the key elements to be considered during the textile design procedure. \n |text_engg|a	b	c	d|a
Chemical engineering|Diploma||Chemical Engineering is a branch of science that applies physical sciences (physics and chemistry) and life sciences (microbiology and biochemistry) together with applied mathematics and economics to produce, transform, transport, and properly use chemicals, materials and energy. Essentially, chemical engineers design large-scale processes that convert chemicals, raw materials, living cells, microorganisms and energy into useful forms and products.\n\nA 1996 British Journal for the History of Science article cites James F. Donnelly for mentioning an 1839 reference to chemical engineering in relation to the production of sulfuric acid.[1] In the same paper however, George E. Davis, an English consultant, was credited for having coined the term.[2] The History of Science in United States: An Encyclopedia puts this at around 1890.[3] "Chemical engineering", describing the use of mechanical equipment in the chemical industry, became common vocabulary in England after 1850.[4] By 1910, the profession, "chemical engineer," was already in common use in Britain and the United States.\n\nStarting from 1888,[9] Lewis M. Norton taught at MIT the first chemical engineering course in the United States. Norton's course was contemporaneous and essentially similar with Armstrong's course. Both courses, however, simply merged chemistry and engineering subjects. "Its practitioners had difficulty convincing engineers that they were engineers and chemists that they were not simply chemists."[3] Unit operations was introduced into the course by William Hultz Walker in 1905.[10] By the early 1920s, unit operations became an important aspect of chemical engineering at MIT and other US universities, as well as at Imperial College London.[11] The American Institute of Chemical Engineers (AIChE), established in 1908, played a key role in making chemical engineering considered an independent science, and unit operations central to chemical engineering. For instance, it defined chemical engineering to be a "science of itself, the basis of which is ... unit operations" in a 1922 report; and with which principle, it had published a list of academic institutions which offered "satisfactory" chemical engineering courses.[12] Meanwhile, promoting chemical engineering as a distinct science in Britain lead to the establishment of the Institution of Chemical Engineers (IChemE) in 1922.[13] IChemE likewise helped make unit operations considered essential to the discipline.|chemical|a	b	c	d|a
Leather Engineering|Diploma||Leather is a durable and flexible material created by tanning animal rawhide and skin, often cattle hide. It can be produced at manufacturing scales ranging from cottage industry to heavy industry.\n\nPeople use leather to make various goods—including clothing (e.g., shoes, hats, jackets, skirts, trousers, and belts), bookbinding, leather wallpaper, and as a furniture covering. It is produced in a wide variety of types and styles, decorated by a wide range of techniques.\n\nLeather, usually vegetable-tanned, can be oiled to improve its water resistance. This currying process after tanning supplements the natural oils remaining in the leather itself, which can be washed out through repeated exposure to water. Russia leather was an important international trade good for centuries.[citation needed] Frequent oiling of leather, with mink oil, neatsfoot oil, or a similar material keeps it supple and improves its lifespan dramatically.[citation needed]\n\nLeather with the hair still attached is called hair-on.\n\nMany tanning methods and materials exist. The choice ultimately depends on the end application for the leather. The most commonly tanning material is chromium, which leaves the tanned leather a pale blue color (due to the chromium). This product is commonly called wet blue. The hides, when finished pickling, are typically between pH 2.8 and 3.2.[citation needed] At this point, tannery workers load the hides into a drum and immerse it in a float that contain the tanning liquor. The hides soak while the drum slowly rotates about its axis, and the tanning liquor slowly penetrates through the full thickness of the hide. Workers periodically cut a cross-section of a hide and observe the degree of penetration. Once the process achieves even penetration, workers slowly raise the float's pH in a process called basification. Basification fixes the tanning material to the leather—and the more tanning material fixed, the higher the leather's hydrothermal stability and shrinkage temperature resistance. Chrome tanned leather pH is typically between 3.8 and 4.2.[citation needed]\n\nCrusting is a process that thins, re-tans, and lubricates leather. It often includes a coloring operation. Chemicals added during crusting must be fixed in place. Crusting culminates with a drying and softening operation. Crusting may include the following operations|leather|a	b	c	d|a
Food Technology|Diploma||Food Technology is a branch of food science that deals with the production processes that make foods.\n\nEarly scientific research into food technology concentrated on food preservation. Nicolas Appert’s development in 1810 of the canning process was a decisive event. The process wasn’t called canning then and Appert did not really know the principle on which his process worked, but canning has had a major impact on food preservation techniques.\n\nLouis Pasteur's research on the spoilage of wine and his description of how to avoid spoilage in 1864 was an early attempt to apply scientific knowledge to food handling. Besides research into wine spoilage, Pasteur researched the production of alcohol, vinegar, wines and beer, and the souring of milk. He developed pasteurization—the process of heating milk and milk products to destroy food spoilage and disease-producing organisms. In his research into food technology, Pasteur became the pioneer into bacteriology and of modern preventive medicine.\n\nIn the past, consumer attitude towards food technologies was not common talk and was not important in food development. Nowadays the food chain is long and complicated, foods and food technologies are diverse; consequently the consumers are uncertain about the food quality and safety and find it difficult to orient themselves to the subject. That is why consumer acceptance of food technologies is an important question. However, in these days acceptance of food products very often depends on potential benefits and risks associated with the food. This also includes the technology the food is processed with. Attributes like “uncertain”, “unknown” or “unfamiliar” are associated with consumers’ risk perception and consumer very likely will reject products linked to these attributes. Especially innovative food processing technologies are connected to these characteristics and are perceived as risky by consumers [1]\n\nAcceptance of the different food technologies is very different. Whereas pasteurisation is well recognised, high pressure treatment or even microwaves are perceived as risky very often. In studies done within Hightech Europe project, it was found that traditional technologies were well accepted in contrast to innovative technologies.[2]\n\nConsumers form their attitude towards innovative food technologies by three main factors mechanisms. First, knowledge or beliefs about risks and benefits which are correlated with the technology. Second, attitudes are based on their own experience and third, based on higher order values and beliefs.[3]\n\nAcceptance of innovative technologies can be improved by providing non-emotional and concise information about these new technological processes methods. According to a study made by HighTech project also written information seems to have higher impact than audio-visual information on the consumer in case of sensory acceptance of products processed with innovative food technologies.|food|a	b	c	d|a
Plastics engineering|Diploma||Plastics engineering encompasses the processing, design, development, and manufacture of plastics products. A plastic is a polymeric material that is in a semi-liquid state, having the property of plasticity and exhibiting flow. Plastics engineering encompasses plastics material and plastic machinery. Plastic Machinery is the general term for all types of machinery and devices used in the plastics processing industry.[1] The nature of plastic materials poses unique challenges to an engineer. Mechanical properties of plastics are often difficult to quantify, and the plastics engineer has to design a product that meets certain specifications while keeping costs to a minimum. Other properties that the plastics engineer has to address include: outdoor weatherability, thermal properties such as upper use temperature, electrical properties, barrier properties, and resistance to chemical attack. \n In plastics engineering, as in most engineering disciplines, the economics of a product plays an important role. The cost of plastic materials ranges from the cheapest commodity plastics used in mass-produced consumer products to the very expensive, specialty plastics. The cost of a plastic product is measured in different ways, and the absolute cost of a plastic material is difficult to ascertain. Cost is often measured in price per pound of material, or price per unit volume of material. In many cases however, it is important for a product to meet certain specifications, and cost could then be measured in price per unit of a property. Price with respect to processibility is often important, as some materials need to be processed at very high temperatures, increasing the amount of cooling time a part needs. In a large production run cooling time is very expensive. \n Some plastics are manufactured from re-cycled materials but their use in engineering tends to be limited because the consistency of formulation and their physical properties tend to be less consistent. Electrical and electronic equipment and motor vehicle markets together accounted for 58 percent of engineered plastics demand in 2003.[2] Engineered plastics demand in the US was estimated at $9,702 million in 2007. \n A big challenge for plastics engineers is the reduction of the ecological footprints of their products. First attempts like the Vinyloop process can guarantee that a product's primary energy demand is 46 percent lower than conventional produced PVC. The global warming potential is 39 percent lower. [2] \n |plas_engg|a	b	c	d|a
Field|Stream||description|imgNAme|a	b	c	d|a
